subject name,course name,catalog number,credits,term,description,enrollment requirements,quantatative,writing,CA1,CA2,CA3,CA4,CA4INT,TOI1,TOI2,TOI3,TOI4,TOI5,TOI6
Italian Literature and Cultural Studies,Cinema and Society in Contemporary Italy,1149,3.00,Spring 2026,A critical analysis of contemporary Italian society seen through the media of film and literature.  Taught in English. May not be used to meet the foreign language requirement. Films in Italian with English subtitles. CA 1. CA 4-INT.,"Content Areas: CA1: Arts & Humanities, CA4INT: Div & Multi - Intl",False,False,True,False,False,False,True,False,True,False,False,True,False
Italian Literature and Cultural Studies,Culture of Fascist Italy,1160,3.00,Spring 2026,"The way Italian literary and cinematic culture justified, survived, and fought the terrors of the Fascist totalitarian regime.  Taught in English. May not be used to meet the foreign language requirement. CA 1. CA 4-INT.","Content Areas: CA1: Arts & Humanities, CA4INT: Div & Multi - Intl",False,False,True,False,False,False,True,False,True,False,False,True,False
Italian Literature and Cultural Studies,Italian Literature into Film,1168,3.00,Spring 2026,"Survey of literary genres adapted into film in an Italian context. Theories of adaptation. Strategies of cinematic adaptation taking into account the relationship between written and visual languages, and the ways foundational texts can speak to modern audiences or contemporary texts can be written cinematically. Culminates in the development of an original model for adaptation drawing upon student-lived experience. CA 1. CA 4-INT.","Content Areas: CA1: Arts & Humanities, CA4INT: Div & Multi - Intl",False,False,True,False,False,False,True,True,True,False,False,False,False
Italian Literature and Cultural Studies,Introducing Italy through Its Regions,1170,3.00,Spring 2026,"The diverse culture of Italy, studied through analysis of sociological,  literary, artistic, and cinematic works from and about a single one of the different Italian regions and that region's cultural centers, such as Rome, Naples, Florence, Palermo, or Venice. Taught in English. May not be used to meet the foreign language requirement. CA 1.",May be repeated for credit,False,False,True,False,False,False,False,False,True,False,False,True,False
Italian Literature and Cultural Studies,Italian Composition and Conversation II,3240,3.00,Spring 2026,Further practice in written and oral composition. Treatment of the finer points in syntax.,Enrollment Requirements: ILCS 3239 or equivalent.,False,False,False,False,False,False,False,False,False,False,False,False,False
Italian Literature and Cultural Studies,The Italian Novella,3248W,3.00,Spring 2026,Survey of the novella from the Middle Ages to the 20th century. The course explores the cross-cultural origins of the genre and the influence of the Italian novella on other European literary traditions. Taught in English (Italian readings optional). CA 1. CA 4-INT.,Enrollment Requirements: ENGL 1007 or 1010 or 1011.,False,True,True,False,False,False,True,False,True,True,False,False,False
Italian Literature and Cultural Studies,Italian Cinema,3260W,3.00,Spring 2026,"Italian cinema from the silent era to the present. Its genres, such as epic film, melodrama, comedy ""Italian-style,"" ""Spaghetti-Westerns,"" and political cinema. Cinema as a reflection on and comment upon the social and political contexts of Italian history from pre-fascist Italy to modernization and beyond. Taught in English. Films in Italian with English subtitles. CA 1. CA 4-INT.",Enrollment Requirements: ENGL 1007 or 1010 or 1011.,False,True,True,False,False,False,True,False,True,False,False,True,False
Italian Literature and Cultural Studies,Twentieth-Century Italian Literature,3261,3.00,Spring 2026,Major trends in twentieth-century Italian Literature from the early modern period to contemporary times.,Enrollment Requirements: Recommended preparation: ILCS 3237 or 3239 or 3240.,False,False,False,False,False,False,False,False,False,False,False,False,False
Italian Literature and Cultural Studies,Views of the Environment from Italy,3268WE,3.00,Spring 2026,Application of current perspectives of ecocriticism to analysis of Italian literature and films that have recorded and imagined the relationship between human and non-human life. Articulation and appraisal of the student's personal relationship to the environment through writing and reflection. CA 1. CA 4-INT.,"Skill Codes: COMP: Environmental Literacy, COMP: Writing Competency",False,True,True,False,False,False,True,False,True,False,True,False,False
Italian Literature and Cultural Studies,Independent Study,3299,1.00 - 6.00,Spring 2026,May be repeated for credit,May be repeated for credit,False,False,False,False,False,False,False,False,False,False,False,False,False
Japanese,Elementary Japanese II,1102,4.00,Spring 2026,"Further instruction in elementary Japanese emphasizing speaking, understanding, reading and writing skills using a communicative approach involving simple examples from contemporary media and culture.",Enrollment Requirements: JAPN 1101 or equivalent. May not be taken out of sequence after passing JAPN 1103 or 1104.,False,False,False,False,False,False,False,False,False,False,False,False,False
Japanese,Intermediate Japanese II,1104,4.00,Spring 2026,"Increasing communicative abilities in Japanese with stronger emphasis on vocabulary and grammar using examples from contemporary Japanese media, politics, and culture.",Enrollment Requirements: JAPN 1103 or equivalent.,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,The Press in America,1002,3.00,Spring 2026,The development of American print journalism from 18th century print shops to 21st century corporations; how journalists and their work have evolved and influenced American life. CA 1.,Enrollment Requirements: May not be taken out of sequence after passing JOUR 3002.,False,False,True,False,False,False,False,False,False,False,False,True,False
Journalism,Introduction to Sports Journalism,1015,3.00,Spring 2026,"Exploration of the history of sports reporting, the growth of sports media, the cultural influence of sports coverage, and the fundamentals of sports journalism, including sourcing, interviewing and the production of sports stories on varied platforms.",Enrollment Requirements: Cannot be take for credit after passing JOUR 1095 when offered as “Introduction to Sports Journalism.”,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Newswriting I,2000W,,Spring 2026,Defining news; exercising news judgment in a diverse society; employing principles of Associated Press style; writing basic news stories. Laboratory offers intensive newswriting exercises.,"Enrollment Requirements: ENGL 1007 or 1010 or 1011. Cannot be taken out of sequence after passing JOUR 2001, 3005, 3030, 3040, 3045 or 4091.",False,True,False,False,False,False,False,False,False,False,False,False,False
Journalism,Newswriting II,2001W,3.00,Spring 2026,"Live reporting using the university and the surrounding community as a laboratory. Emphasis on fact gathering, interviewing, diversity of sources, news judgment and deadline writing.","Enrollment Requirements: JOUR 2000W; ENGL 1007 or 1010 or 1011. Cannot be taken out of sequence after passing JOUR 3000,3012, 3013, 3033 or 4091.",False,True,False,False,False,False,False,False,False,False,False,False,False
Journalism,Journalism in the Movies,2010,3.00,Spring 2026,"Viewing and analysis of motion pictures featuring journalistic themes; journalistic history, ethics, legal issues, contrasting forms of media, and other issues. CA 1.",Content Areas: CA1: Arts & Humanities,False,False,True,False,False,False,False,False,True,False,False,True,False
Journalism,Mobile Journalism,2065,3.00,Spring 2026,"Entry-level multimedia skills course that develops aesthetic and technical skills for storytelling using mobile devices such as smartphones. Capturing and editing photos, audio, and video; practice producing journalistic content for social media platforms.","Enrollment Requirements: Recommended preparation: JOUR 1002 and 2000W, which may be taken concurrently.",False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Journalism Portfolio I: Multimedia Skills,2111,1.00,Spring 2026,Introduction to online and multimedia skills used by journalists; emphasis on ethical practices. Students provided portfolio space on a department-maintained site.,"Enrollment Requirements: JOUR 2000W. Open to Journalism majors, others with permission.",False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Journalism Ethics,3002,3.00,Spring 2026,"Discussion of such contemporary problems as privacy, good taste, community standards, effectiveness of the press and responsibility of the press.",Enrollment Requirements: JOUR 1002. May not be taken out of sequence after passing JOUR 4091.,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Feature Writing,3012W,3.00,Spring 2026,"Writing and reporting human-interest stories, personality profiles, and other features; developing skills for nonfiction storytelling with scenes, dialogue, and descriptive narrative.",Enrollment Requirements: JOUR 2001W; ENGL 1007 or 1010 or 1011.,False,True,False,False,False,False,False,False,False,False,False,False,False
Journalism,Sports Reporting Across Multiple Platforms,3015,3.00,Spring 2026,"Evaluate some of the best sports journalism of the past and present, report and write a variety of sports stories, cover UConn sports, produce sports packages for broadcast and digital platforms, meet working sports journalists.",Enrollment Requirements: JOUR 2000W. Recommended preparation: JOUR 2111.,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Media Law,3020,3.00,Spring 2026,"The First Amendment, free speech, free press and prior restraint; issues in news gathering, recording, photography, investigative reporting and covering courts; tort law including defamation, privacy, emotional distress; intellectual property and internet regulation.",Enrollment Requirements: Open to juniors or higher.,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Multiplatform Editing,3030,3.00,Spring 2026,"News value; information verification; editing for grammar, spelling, punctuation and style; headline writing; search engine optimization; handling visuals; building basic data visualizations; basic layout and design for print and digital platforms; aggregation; interactive news story production; audience engagement and social media.",Enrollment Requirements: JOUR 2000W. Recommended preparation: JOUR 2001W.,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Design for Digital Journalists,3031,3.00,Spring 2026,"The fundamentals of visual communication design as applied to modern media. Topics include design principles, aesthetics, social media, intuitive design, typography, layout, photo editing, color theory, motion graphics, and informational graphics.",Enrollment Requirements: JOUR 3030.,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Newswriting for Broadcast and Digital Media,3040,3.00,Spring 2026,"Application of newswriting and news reporting techniques for broadcast, digital video and digital audio. Practical use of digital media recording equipment and professional audio/video editing software.",Enrollment Requirements: JOUR 2000W.,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Live News Program Production,3042,3.00,Spring 2026,"Assemble a video newscast in a team-oriented, deadline-driven broadcast studio environment. Rotate through a variety of newsroom jobs including writer, producer, anchor, reporter, graphics creator and videographer. Write scripts, edit video and develop on-air presentation skills.",Enrollment Requirements: JOUR 3041. Not open for credit to students who have passed JOUR 4091 when offered as Live News Program Production.,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Environmental Journalism,3046E,3.00,Spring 2026,"Explores specialized coverage of environmental issues by journalists, emphasizing news reporting with the opportunity to produce print, visual and multimedia news reports.",Enrollment Requirements: JOUR 2000W or consent of the instructor. Open to Juniors or higher.,False,False,False,False,False,False,False,False,False,False,True,False,False
Journalism,Professional Seminar,3050,3.00,Spring 2026,"Journalists discuss the economic, technological, sociological and ethical issues that challenge their profession.","Enrollment Requirements: JOUR 2000W, which may be taken concurrently.",False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Honors Thesis Preparation Seminar,3087,1.00,Spring 2026,"Honors students choose topics for their theses or projects, develop research proposals and apply for funding if needed. Students work as a community of scholars to discuss and support each other's work. Usually taken the semester before JOUR 3097, Honors Thesis.","Enrollment Requirements: JOUR 2000, JOUR 2001 and at least three other journalism credits at the 2000-level or above.",False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Foreign Study,3093,1.00 - 6.00,Spring 2026,May be repeated for credit with permission of Department Head. Consent of Department Head required before the student's departure. May count toward the major with consent of the advisor.,May be repeated for credit,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Honors Thesis,3097,3.00,Spring 2026,Students in the Honors Program undertake in-depth research and writing under the guidance of a faculty member. Majors must consult with the departmental Honors Advisor and develop a research proposal in the semester before taking the course.,Enrollment Requirements: JOUR 2000W and 2001W; six additional 2000 level or above credits of JOUR.,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Journalism Portfolio II: Content Development,3111,1.00,Spring 2026,Development of online and multimedia skills used by journalists; emphasis on ethical practices. Students will contribute journalism content completed in other courses and develop new content to build a professional portfolio provided on a department-maintained site.,Enrollment Requirements: JOUR 2111 or JOUR 2065. Corequisite: JOUR 2065. Recommended preparation: JOUR 2000W and JOUR 2001W.,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Publication Practice,4016,3.00,Spring 2026,"Students and faculty work together to research, write, edit and produce a publication.",May be repeated for credit,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Supervised Field Internship,4091,1.00 - 3.00,Spring 2026,"Students research, report and write for newspapers, news departments of radio and television stations, and online publications under supervision of professionals.","Enrollment Requirements: JOUR 2000W, 2001W, and 3002.",False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Independent Study,4099,1.00 - 6.00,Spring 2026,Open to qualified students who present suitable projects for independent work in journalism.,May be repeated for credit,False,False,False,False,False,False,False,False,False,False,False,False,False
Journalism,Journalism Portfolio III: Professional Presentation,4111,1.00,Spring 2026,"Completion of student journalism portfolios that include examples of journalistic endeavors in print, still and video photography, audio and multimedia packages.",Enrollment Requirements: JOUR 3111.,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Exercise and Wellness for Everyone,1100,3.00,Spring 2026,"Overview of the five pillars of health (exercise, nutrition, sleep, stress and relationships); role of exercise in health promotion and disease prevention across the lifespan; impacts of exercise in leisure time, culture, community, careers and the workplace.",,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Fundamentals of Exercise Testing,1200,1.00,Spring 2026,"Laboratory assessment of health and fitness principles including to resting measurements, functional capacity, anaerobic power and threshold, body composition, lactate threshold, flexibility and functional movement. Emergency procedures and protocols during exercise testing and training are discussed throughout. Participation in conducting and performing fitness tests is required.",Enrollment Requirements: Instructor consent; CPR/AED and First Aid required prior to start of course.,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Fundamentals of Resistance Training,1300,1.00,Spring 2026,"Focuses on skills related to the fundamentals to resistance training including anaerobic ability, muscular strength, muscle endurance, power, and flexibility. Course content is meant to compliment the knowledge and fundamentals around individualized resistance training programs as discussed in KINS 3545 Resistance Training for Health and Performance.",Enrollment Requirements: Recommended preparation: KINS 3545. Not open for credit to students who have passed KINS 1160.,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Introduction to Athletic Training,2200,3.00,Spring 2026,"An introduction to basic principles of the athletic training profession. Content includes history of the athletic training profession, sports medicine team concepts and applications, environmental influences, health assessment screenings, basic injury and illness assessment, management and treatment, protective equipment, strength and conditioning concepts, and health risks related to the physically active. An overview of athletic training professional organizations and the role the athletic trainer plays in the health care system is introduced. Risk factors associated with blood-borne pathogens (BBP) and common diseases that affect the active population are investigated. Concepts of universal precautions and BBP training will also be provided.",,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Exercise Prescription,2227,3.00,Spring 2026,"Addresses the Frequency, Intensity, Time, and Type or FITT principle of exercise prescription for apparently healthy adults; healthy populations with special considerations such as children, older adults, and women who are pregnant; and special populations with chronic disease and health conditions such as overweight and obesity, and cardiovascular, pulmonary, metabolic, and musculoskeletal disease. CA 3.",Enrollment Requirements: Recommended preparation: KINS 1100.,False,False,False,False,True,False,False,False,False,False,False,False,True
Kinesiology,Internship,3091,1.00 - 12.00,Spring 2026,Field service or experiences in cooperating agencies.,Enrollment Requirements: Students must complete all concentration requirements excluding Athletic Training prior to taking an internship. Open to Kinesiology majors.,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Variable Topics,3098,6.00,Spring 2026,May be repeated for credit,May be repeated for credit,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Independent Study for Undergraduates,3099,1.00 - 6.00,Spring 2026,"Laboratory or library research to expand understanding of a specialized topic in sport, leisure, or exercise sciences.",Enrollment Requirements: Must be of senior standing.,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Independent Study for Undergraduates,3099W,1.00 - 6.00,Spring 2026,"Laboratory or library research to expand understanding of a specialized topic in sport, leisure, or exercise sciences.",Enrollment Requirements: ENGL 1007 or 1010 or 1011; open only to seniors with consent of the Department Head.,False,True,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,"Field Experiences in Rehabilitation, Health Care, and Sport",3212,3.00,Spring 2026,"For students interested in a career in healthcare (physical therapy, athletic training or related field) and/or sport a chance to engage in observation opportunities within the various clinical settings of healthcare, sports medicine, and/or sport performance. Inter-professional discussion with topics related to professional development, transition to practice, job readiness, interviewing, job negotiations, and effective communication in the workforce.","Enrollment Requirements: Instructor consent. Recommended preparation: KINS 1160, CPR/First Aid.",False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Exercise Psychology,3320,3.00,Spring 2026,"The psychological components associated with exercise and sport performance. Specifically, how the psychosocial aspects (e.g., group cohesion, motivation, leadership, team vs. individual sport) and health related aspects (e.g., exercise behavior and adherence, burnout/overtraining, and injury) of sport and exercise relate.",,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Aerobic Training for Health and Performance,3530,3.00,Spring 2026,"Focuses on the knowledge, skills, and understanding of the scientific principles on which to design individualized aerobic training programs needed for optimal performance, health improvement, disease treatment, and injury prevention. Presents analysis techniques of human physiology specific to aerobic training and performing. Laboratory and field methods to evaluate aerobic ability, lactate threshold, economy, anthropometrics, and aerobic performance characteristics will be discussed.","Enrollment Requirements: KINS 4500; open only to students in Kinesiology programs, others by consent of instructor.",False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Scientific Writing in Aerobic Training for Health and Performance,3531W,1.00,Spring 2026,A writing intensive class integrated with course content in KINS 3530.,"Enrollment Requirements: KINS 4500; ENGL 1007 or 1010 or 1011; open only to students in Kinesiology programs, others by consent of instructor. Corequisite: KINS 3530. Not open for credit to students who have passed KINS 3530W.",False,True,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Exercise Prescription for Clinical Populations,3550,3.00,Spring 2026,"Introduction to theories and techniques of exercise prescription for a variety of special populations. Emphasis is placed on pathophysiology, clinical exercise testing, and the acute and chronic effects of exercise on clinical populations. Populations will include cardiovascular, pulmonary, metabolic, and neuromuscular disease among other diseases and chronic conditions. Guidelines to appropriate cardiovascular and resistance training protocols for these and other populations will be discussed in detail.",Enrollment Requirements: KINS 2227. Recommended preparation: Enrollment as an Exercise Science undergraduate student.,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Introduction to Honors Research,3610,3.00,Spring 2026,The student will meet with KINS faculty members and attend laboratory/program staff meetings to survey the opportunities available for future Honors Thesis research.,Enrollment Requirements: Open only to Honors Students in Kinesiology Programs.,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Honors Literature Review,3615,3.00,Spring 2026,The student will identify specific Honors Thesis research questions and will write a library research paper that will serve as the thesis Literature Review.,Enrollment Requirements: Open only to Honors Students in Kinesiology Programs.,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Honors Thesis,3697W,3.00,Spring 2026,"The student will collect and interpret data and will write the Honors Thesis, completing work begun during KINS 3615.",Enrollment Requirements: ENGL 1070 or 1010 or 1011; open only to Honors Students in Kinesiology Programs.,False,True,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Exercise Science Capstone,4204,2.00,Spring 2026,Introduction to the fundamental concepts of research and scientific inquiry as these concepts apply to understanding and evaluating published research. Students will be able to make informed decisions about the relevance of published research to their own practice and research.,Enrollment Requirements: ENGL 1007 or 1010 or 1011; KINS 4500. Not open for credit to students who have passed KINS 4205W.,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Scientific Writing in Exercise Science,4206W,1.00,Spring 2026,A writing intensive course integrated with course content from KINS 4204. Students will prepare a scientific manuscript and present their work in a public presentation.,Enrollment Requirements: ENGL 1007 or 1010 or 1011; KINS 4500. Corequisite: KINS 4204.,False,True,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Exercise Physiology,4500,3.00,Spring 2026,"An organ systems approach to optimal human performance including metabolism, energy transfer, nerve transmission, muscle contraction, endocrine control, and cardiopulmonary physiology.",Enrollment Requirements: PNB 2264 and 2265.,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Advanced Topics in Health and Sport Performance,4510,3.00,Spring 2026,"Fundamental concepts and physiology in Exercise Science with focus on special topics and conditions that challenge the human exercise response. These include stressful environments, use of ergogenic aids and special diets, exercise in special conditions, and advanced topics associated with fatigue, the immune system and stress/sleep deprivation: incorporating current research in these and other select areas.",Enrollment Requirements: KINS 4500. Open only to students in Kinesiology programs; others by consent of instructor.,False,False,False,False,False,False,False,False,False,False,False,False,False
Kinesiology,Scientific Writing in Advanced Topics in Health and Sport Performance,4511W,1.00,Spring 2026,A writing intensive course integrated with course content from KINS 4510.,Enrollment Requirements: KINS 4500. Corequisite: KINS 4510. Not open for credit to students who have passed KINS 4510W.,False,True,False,False,False,False,False,False,False,False,False,False,False
Korean,Elementary Korean II,1102,,Spring 2026,"Development of ability to communicate in Korean, orally and in writing, to satisfy basic communicative needs within a cultural setting.",Enrollment Requirements: KORE 1101 or equivalent. May not be taken out of sequence after passing KORE 1103 or 1104.,False,False,False,False,False,False,False,False,False,False,False,False,False
Korean,Intermediate Korean II,1104,4.00,Spring 2026,"Further development of understanding, speaking, reading, and writing skills in Korean within a cultural setting. Readings to enhance cultural awareness of the Korean-speaking world.",Enrollment Requirements: KORE 1103 or equivalent.,False,False,False,False,False,False,False,False,False,False,False,False,False
Landscape Architecture,Landscape Architecture: Graphics II Design Communication,2120,4.00,Spring 2026,"Knowledge and theory of visual perception and model making. Application of theory in the creation of various graphic products including plan, section, elevation, paraline and perspective drawings.  Controlled free hand and computer methods in a studio environment.",Enrollment Requirements: LAND 2110; open only to Landscape Architecture majors.,False,False,False,False,False,False,False,False,False,False,False,False,False
Landscape Architecture,History of Designed Landscapes,2220,3.00,Spring 2026,"The development of designed landscapes is followed through time, emphasizing influences on current landscape architecture theory and practice.",Enrollment Requirements: LAND 2210E or with instructor consent.,False,False,False,False,False,False,False,False,True,False,False,False,False
Landscape Architecture,Landscape Architecture: Design I - Site Analysis,2410,,Spring 2026,"Knowledge and theory of site design and site analysis.  Dimensional requirements and appropriate relationships of site elements and systems. Collection and analysis of site data including legal, physical and cultural factors.  Application in a variety of site design projects. Field trips are required.",Enrollment Requirements: LAND 2110 and 2210E; open to Landscape Architecture majors only.,False,False,False,False,False,False,False,False,False,False,False,False,False
Landscape Architecture,Sustainable Environmental Planning and Landscape Design,3230WE,3.00,Spring 2026,"Theories, concepts, and methods for sustainable planning and design of the land to balance and integrate the needs for conservation and development. Literature and case-study based, writing intensive exploration across critical contemporary themes such as climate change, urbanization, health and wellness, and globalization.",Enrollment Requirements: ENGL 1007 or 1010 or 1011.,False,True,False,False,False,False,False,False,False,False,False,False,False
Landscape Architecture,Landscape Architecture: Construction II - Planting Design,3311,,Spring 2026,"Knowledge and theory of the role of plants as visual, spatial, ecological, and cultural design elements and systems. Analysis and creation of planting plans that support and develop design concepts and respond to physical site conditions. Application on a variety of project types in a studio environment. Formerly offered as LAND 3330.",Enrollment Requirements: LAND 3310; open only to landscape architecture majors.,False,False,False,False,False,False,False,False,False,False,False,False,False
Landscape Architecture,Landscape Architecture: Design III - Program Development,3430,,Spring 2026,"Knowledge and theory of site design and planning with a focus on program analysis and development.  Design of appropriate form and function through precedent study and research on user and client needs, development regulations and site context.  Application of theory to a variety of project types and scales. Field trips required.",Enrollment Requirements: LAND 3420; open to Landscape Architecture majors.,False,False,False,False,False,False,False,False,False,False,False,False,False
Landscape Architecture,Landscape Architecture Internship,3981,1.00 - 6.00,Spring 2026,"Provides opportunity for students to gain practical experience, knowledge, and professional skills in a work environment related to landscape architecture. Students work with an instructor and internship supervisor to develop a learning contract for meaningful and educational tasks and experiences and submit written documents at the conclusion of the internship. This course may be repeated provided that the sum total of credits earned does not exceed six credits. Students taking this course will be assigned a grade of S (satisfactory) or U (unsatisfactory). Consent of instructor and department head required.",Enrollment Requirements: Instructor and department head consent.,False,False,False,False,False,False,False,False,False,False,False,False,False
Landscape Architecture,Undergraduate Research in Landscape Architecture,3996,1.00 - 6.00,Spring 2026,Individualized research conducted under the supervision of a faculty instructor. The student is required to submit a final project and/or report at the conclusion of the course. Consent of instructor and department head required.,Enrollment Requirements: Instructor and department head consent.,False,False,False,False,False,False,False,False,False,False,False,False,False
Landscape Architecture,Independent Study in Landscape Architecture,3999,1.00 - 6.00,Spring 2026,Individual academic interests pursued by the student under the supervision of a faculty instructor. Students are expected to submit project-related documents and/or reports. Consent of instructor and department head required.,Enrollment Requirements: Instructor and department head consent.,False,False,False,False,False,False,False,False,False,False,False,False,False
Landscape Architecture,Landscape Architecture: Seminar,4294,3.00,Spring 2026,A lecture and discussion-based course that builds a framework to critically investigate the extended geographies of urban socio-ecological processes. Opportunities are given for students to develop their interests within the discipline of landscape architecture connecting theory and practice to contemporary debates in the field.,Enrollment Requirements: Open to Landscape Architecture majors only; instructor consent required.,False,False,False,False,False,False,False,False,False,False,False,False,False
Landscape Architecture,Landscape Architecture: Design V - Capstone,4450,,Spring 2026,"Knowledge and theory of site planning and design.  Application of theory and skills from previous design courses to a single, comprehensive site planning and design project. Field trips are required.",Enrollment Requirements: LAND 4440; open to Landscape Architecture majors.,False,False,False,False,False,False,False,False,False,False,False,False,False
Latino and Latin American Studies,Introduction to Latina/o Studies,1000,,Spring 2026,"Interdisciplinary examination of the Latina/o experience and impact across the United States. Consideration of behavioral, institutional, and societal perspectives; national and transnational identity; cultural, legal, and educational issues. CA 2. CA 4.","Content Areas: CA2: Social Science, CA4: Diversity & Multicultural",False,False,False,True,False,True,False,False,False,True,False,True,False
Latino and Latin American Studies,"Latino Literature, Culture, and Society",1009,3.00,Spring 2026,"(Also offered as SPAN 1009.) Critical approaches to Latinos/as and cultural representation, production, and agency, as impacted by globalization and local dynamics. Will engage the value and function of  race, gender and sexuality in popular culture, literature, film, music, digital culture, visual arts, and urban culture.  Taught in English. Knowledge of Spanish is not required. CA 1. CA 4.","Content Areas: CA1: Arts & Humanities, CA4: Diversity & Multicultural",False,False,True,False,False,True,False,False,True,True,False,False,False
Latino and Latin American Studies,Introduction to Latin America and the Caribbean,1190,,Spring 2026,"(Also offered as HIST 1600.) Multidisciplinary exploration of the historical development of such aspects of Latin America and the Caribbean as colonization and nation formation; geography and the environment; immigration and migration; race, ethnicity, and gender in society, politics, economy, and culture. CA 1. CA 4-INT.","Content Areas: CA1: Arts & Humanities, CA4INT: Div & Multi - Intl",False,False,True,False,False,False,True,False,True,True,False,False,False
Latino and Latin American Studies,Introduction to Latin America and the Caribbean,1190W,3.00,Spring 2026,"(Also offered as HIST 1600W.) Multidisciplinary exploration of the historical development of such aspects of Latin America and the Caribbean as colonization and nation formation; geography and the environment; immigration and migration; race, ethnicity, and gender in society, politics, economy, and culture. CA 1. CA 4-INT.",Enrollment Requirements: ENGL 1007 or 1010 or 1011.,False,True,True,False,False,False,True,False,True,True,False,False,False
Latino and Latin American Studies,Latin American Histories through Popular Cultures,1630W,3.00,Spring 2026,"(Also offered as HIST 1630W.) A consideration of art and popular culture as vehicles for understanding Latin American history from the late 1800’s to today. Dynamic primary sources such as songs, films, carnival parades or professional soccer matches, television programs, and works of art will serve as case studies that students will analyze, contextualize, and historicize. Each week considers a different time period and focuses on a particular political, economic, or social movement or ideological trend, using a cultural text of the era to understand each.",Enrollment Requirements: ENGL 1007 or 1010 or 1011.,False,True,False,False,False,False,False,True,True,False,False,False,False
Latino and Latin American Studies,Introduction to Latino-American Writing and Research,2011W,3.00,Spring 2026,"Students refine writing skills and learn how and where to conduct transnational academic research on the Latino-American experience. Interdisciplinary approaches, historical background of Latino American studies. CA 4.",Enrollment Requirements: ENGL 1007 or 1010 or 1011 or instructor consent; open to sophomores or higher. Recommended preparation: 1000-level introductory course on Latino or Latin American Studies.,False,True,False,False,False,True,False,False,False,True,False,False,False
Latino and Latin American Studies,Latinos in Connecticut: Serving the Community,2012,4.00,Spring 2026,"Students partner with Latino agencies to apply research and writing skills to community needs. Community theory, digital literacy, historical background of CT Latinos, contemporary issues that impact the population. Service learning component.",Enrollment Requirements: Open to sophomores or higher. Recommended preparation: LLAS 2011W.,False,False,False,False,False,False,False,False,False,False,False,False,False
Latino and Latin American Studies,Role Playing History: The Mexican Revolution,2630,3.00,Spring 2026,"(Also offered as HIST 2630.) Students study the early history of Mexico as preparation for immersive role-playing its Revolution. Students recreate interactions among figures of the nation’s civil war, and then apply lessons of imaginative dialogue to a historical assessment of the war and its aftermath.",Content Areas: CA1: Arts & Humanities,False,False,False,False,False,False,False,True,False,True,False,False,False
Latino and Latin American Studies,History of Latinos/as in the United States,3220,3.00,Spring 2026,"(Also offered as HIST 3674.) Settlement and growth of Hispanic-origin populations in the United States today, from Spanish and Mexican settlement of the western United States to the growth of Latino communities. Student oral history project. CA 1. CA 4.","Content Areas: CA1: Arts & Humanities, CA4: Diversity & Multicultural",False,False,True,False,False,True,False,False,True,True,False,False,False
